word,meaning,sentence,translation
organize,～を組織化する，取りまとめる,They organized a meeting.,彼らは会議を企画した。
recognize,（知り合いなど）が誰だかわかる,I recognized him immediately.,私はすぐ彼だとわかった。
recognize,（that SV）～を認識する,We recognize the problem.,私たちは問題を認識している。
suppose,（be ―d to do）～することになっている,You are supposed to be here.,あなたはここにいることになっている。
suppose,～と思う，仮定する,I suppose he is right.,彼が正しいと思う。
assume,～と思い込む，決めつける,Don't assume anything.,何でも決めつけるな。
assume,～を引き受ける,He assumed responsibility.,彼は責任を引き受けた。
care,（否定文で）気にする,I don't care about it.,私はそれを気にしない。
care,世話をする,She cares for her children.,彼女は子どもの世話をする。
care,世話，心配,Take care of yourself.,自分を大切にしなさい。
approve,（of ～）（～を）認める，承認する,My parents approved of my plan.,両親は私の計画を認めた。
approve,～を承認する,The law was approved.,その法律は承認された。
notice,～に気がついている,I noticed the mistake.,私は間違いに気づいた。
notice,通知，掲示，注意,There was a notice on the wall.,壁に掲示があった。
aware,気づいている,Are you aware of the risk?,あなたはその危険に気づいていますか。
conscious,意識している，気づいている,She is conscious of her image.,彼女は自分のイメージを意識している。
conscious,意識がある,He was still conscious.,彼はまだ意識があった。
concerned,（with［about］～）（～に）関心を持っている，重視している,She is concerned about the issue.,彼女はその問題を心配している。
concerned,（with ～）（～を）扱っている,This book is concerned with history.,この本は歴史を扱っている。
concerned,（about［for］～）（～を）懸念している,I am concerned for him.,私は彼を心配している。
regard,（A as B）（A）を（B と）みなす,We regard him as a leader.,私たちは彼をリーダーとみなす。
regard,（副詞を伴い）～を評価する,She is highly regarded.,彼女は高く評価されている。
regard,（in ―）点,"In this regard, he is correct.",この点では彼は正しい。
regard,（―s）よろしくという挨拶,Give my regards to your family.,ご家族によろしく伝えてください。
commit,（oneself to ～ / be ―ed to ～）～に専念する,He committed himself to study.,彼は勉強に専念した。
commit,（A to B)（A）を（B に）委ねる，充てる,She committed the task to him.,彼女はその仕事を彼に任せた。
commit,（犯罪など）を犯す,He committed a crime.,彼は犯罪を犯した。
doubt,～を疑う,I doubt his story.,私は彼の話を疑っている。
doubt,（that SV）～とは思わない,I doubt that it is true.,それが本当だとは思わない。
doubt,疑い,There is no doubt.,疑いはない。
memorize,～を暗記する,I memorized the words.,私は単語を暗記した。
forgive,（人，過ち）を許す,Please forgive me.,私を許してください。
grant,（take ～ for granted）～を当然のことと思う,Don't take it for granted.,それを当然と思うな。
grant,（権利など）を与える,They granted him permission.,彼らは彼に許可を与えた。
grant,交付，補助金,He received a research grant.,彼は研究助成金を受けた。
recall,～を思い出す,I recall that day.,私はその日を思い出す。
recall,（商品）を回収する，リコールする,The company recalled the product.,会社はその製品を回収した。
outlook,（人生，世界などに対する）考え方,He has a positive outlook.,彼は前向きな考え方を持っている。
outlook,（経済，天候などの）見通し,The economic outlook is uncertain.,経済の見通しは不確かだ。
perspective,（経験などで得られる）視点〈可算〉,She has a different perspective.,彼女は異なる視点を持っている。
perspective,（大局的な）見方，遠近法〈不可算〉,The picture uses perspective.,その絵は遠近法を使っている。
abandon,～を捨てる，放棄する,They abandoned the plan.,彼らは計画を放棄した。
eliminate,（不要な人，物，事）を排除する,We need to eliminate waste.,私たちは無駄をなくす必要がある。
eliminate,（be ―d）敗退する,Our team was eliminated.,私たちのチームは敗退した。
rid,（get ― of ～）,I want to get rid of old clothes.,古い服を処分したい。
rid,（不要品）を処分する,She got rid of the trash.,彼女はごみを処分した。
rid,～を取り除く,This medicine rid him of pain.,この薬は彼の痛みを取り除いた。
remove,～を取り除く，取り去る,Please remove the cover.,カバーを取り外してください。
remove,（衣服）を脱ぐ,He removed his coat.,彼はコートを脱いだ。
resource,（―s）（石油などの）資源，（人，国の）財産,Natural resources are important.,天然資源は重要だ。
resource,（―s）（困難に立ち向かう）力量,She has inner resources.,彼女には内なる力量がある。
resource,（万一の頼みの）手段,This resource helped us in an emergency.,この手段は緊急時に役立った。
